Brand Name,Parent Company,Type of Product,Type of Material,Layers,Total Count,City,Provinces,Time of Audit,Specifics of Audit
GO MALKIST,PT MAYORA INDAH TBK,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AQUA,DANONE,PERSONAL CARE,PET,SINGLE LAYER,12,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ASTOR,MAYORA INDAH,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
POP MIE,INDOFOOD,PERSONAL CARE,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YAKULT,YAKULT,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
UC 1000,DJOJONEGORO,OTHERS,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOMILK,INDOFOOD,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ZINC,PT LION WINGS,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BIG BABOL,PERFETTI VAN MELLE,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HOTIN CREAM,PT ULTRA SAKTI,PERSONAL CARE,PET,MULTI LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TIM TAM,ARNOTT'S,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GACOAN,PT PESTA PORA ABADI,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TEH RIO,WINGS,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ORANGE,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PEPSODENT,UNILEVER,PERSONAL CARE,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
WALENS,PT NISSIN BISCUIT INDONESIA,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PAPER CUP,UNBRANDED,OTHERS,PS,MULTI LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
UNKNOWN,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,9,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KACANG CIKUR POGO,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GROW,PT GUDANG BARU BERKAH,SMOKING MATERIAL,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CAMILAN ISTIMEWA,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SAMBAL COLEK,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SUPERSTAR,MAYORA INDAH,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KOMIX,BINTANG TOEDJOE,PERSONAL CARE,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ABC SAOS TOMAT,HEINZ,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
NEXTAR,NABATI,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AOKA,INDONESIA BAKERY FAMILY,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YOU-YOU STICK,PT JAYA UTAMA SANTIKAH,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GERY SALUT,GARUDA FOOD,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SUNSILK,UNILEVER,PERSONAL CARE,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
DJARUM SUPER,DJARUM,SMOKING MATERIAL,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
DAUN GARAM,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STYROFOAM,UNBRANDED,FISHING GEAR,PS,UNSURE,4,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
FEMINA,UNKNOWN,PERSONAL CARE,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MAMY POKO,UNICHARM,PERSONAL CARE,PET,MULTI LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TOKI 1 ,UNKNOWN,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SWALLOW,SINAR JAYA PERKASA,HOUSEHOLD PRODUCT,OTHERS,UNSURE,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SISIR,UNKNOWN,HOUSEHOLD PRODUCT,OTHERS,UNSURE,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HEMATO,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MI CAP RIBUT,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SEDAAP,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KERUPUK SOTO,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KISS,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YUPI,YUPINDO,FOOD PACKAGING,PET,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,30,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INSTANT NOODLE FLAVORING,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,20,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,39,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,20,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,40,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SO KLIN,WINGS,HOUSEHOLD PRODUCT,PET,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,35,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SPOON,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,17,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,45,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,33,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
FORKS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,8,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,40,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,50,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,50,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,9,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,LDPE,SINGLE LAYER,42,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PIATTOS,UNIVERSAL ROBINA CORPORATION,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
WHITE COFFEE,JAVA PRIMA ABADI,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SO KLIN,WINGS,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SUNLIGHT,UNILEVER,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOFOOD,INDOFOOD,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
NYAM NYAM,UNBRANDED,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SUNCO,MUSIM MAS GROUP,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
JETZ,INDOFOOD,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KAPAL API,SANTOS JAYA ABADI,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
LIFEBUOY,UNILEVER,PERSONAL CARE,HDPE,MULTI LAYER,5,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MARIMAS,MARIMAS PUTERA KENCANA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SEDAAP,WINGS,FOOD PACKAGING,PS,SINGLE LAYER,12,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BANGO,UNILEVER,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOCAFE,INDOFOOD,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MAMAYO,PT JAVA EGG SPECIALITIES (CIMORY GROUP),FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CHITATO,INDOFOOD,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CHOCOLATOS,GARUDA FOOD,FOOD PACKAGING,PS,SINGLE LAYER,5,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SAMBAL ASLI,MULTISARI,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YUM CHIPS,PT JAYA UTAMA SANTIKAH,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MITU,MEGASARI MAKMUR,PERSONAL CARE,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KOPI ABC,SANTOS JAYA ABADI,FOOD PACKAGING,PS,SINGLE LAYER,11,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SIIP,NABATI SNACK,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PEPSODENT,UNILEVER,PERSONAL CARE,OTHERS,MULTI LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
REBO,GUMINDO BOGAMANIS,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
REXONA,UNILEVER,PERSONAL CARE,OTHERS,MULTI LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GREENFIELDS,JAPFA LIMITED,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
FRISIAN FLAG,FRIESLANDCAMPINA,FOOD PACKAGING,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SUKRO,DUA KELINCI,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GUDANG GARAM,GUDANG GARAM TBK.,SMOKING MATERIAL,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOMIE,INDOFOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GO POTATO,SIANTAR TOP,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GULAKU,SUGAR GROUP,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOMIE,INDOFOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MINYAK FORTUNE,WILMAR GROUP,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MAMY POKO,UNICHARM,PERSONAL CARE,OTHERS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HATARI,ASW FOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SLAI OLAI,MAYORA INDAH,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TANGO,TANGO,FOOD PACKAGING,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KOPI FRESCO,SANTOS JAYA ABADI,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROSE BRAND,CV BUMI WARAS,FOOD PACKAGING,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BIHUN CAP JAGUNG,PT DAESANG AGUNG INDONESIA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
POCARI SWEAT,OTSUKA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CAMPINA,FRIESLANDCAMPINA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
VIT,TIRTA INVESTAMA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROTI YALE-YALE,SARI MURNI GROUP,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
DOREMI,CV NANA ABADI,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROTI SISIR,JORDAN BAKERY,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HAPPY TWINS,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KUNCI MAS,SMART,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BAKPIA KUKUS TUGU JOGJA,PT AGRINESIA RAYA SLEMAN,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YOGURT,UNBRANDED,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HYDRO COCO,KALBE FARMA TBK,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MIE KREMEZZ,TIGA PILAR SEJAHTERA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROTI MODERN,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SIDOMUNCUL,INDURSTRI JAMU DAN FARMASI SIDO MUNCUL,FOOD PACKAGING,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TOP COFFEE,HARUM,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TOLAK ANGIN,SIDOMUNCUL,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
JAS JUS,WINGS,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TEH BOTOL,SINAR SOSRO,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PILUS GARUDA,TUDUNG GROUP,FOOD PACKAGING,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PARACETAMOL,BIOCHEM INDIA,FOOD PACKAGING,LDPE,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INDOCAFE,INDOFOOD,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
INAKO JELLY DRINK,PT NIRAMAS UTAMA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
EKONOMI,WINGS,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,7,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GERY,GARUDA FOOD,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
DANGDUT,WINGS,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MIE ABC,PT ABC PRESIDENT INDONESIA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROMA MALKIST,MAYORA INDAH,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
POP ICE,FORISA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BUMBU LADAKU,PT MOTASA INDONESIA,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MASAKO,AJINOMOTO,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PANTENE,COLGATE-PALMOLIVE,HOUSEHOLD PRODUCT,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BETTER,MAYORA INDAH,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
WALLS,UNILEVER,FOOD PACKAGING,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
NUTRISARI,NUTRIFOOD,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ROYALE,IMPERIAL BRANDS,HOUSEHOLD PRODUCT,HDPE,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
ULTRA MILK,ULTRAJAYA,FOOD PACKAGING,PS,SINGLE LAYER,5,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TEH KOTAK,ULTRAJAYA,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
POCKY,GLICO,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
EKOMIE,WINGS,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
AOKA,INDONESIA BAKERY FAMILY,FOOD PACKAGING,PS,SINGLE LAYER,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
BENG BENG,MAYORA INDA,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SARIMI,INDOFOOD,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KOMIX,BINTANG TOEDJOE,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PADIMAS,STANLY TRIJAYA MANDIRI,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GORIORIO,SIANTAR TOP,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CHOKI CHOKI,MAYORA INDAH,FOOD PACKAGING,PS,SINGLE LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TISSUE WHITE,UNKNOWN,HOUSEHOLD PRODUCT,OTHERS,MULTI LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
CLOUD9 WAFER,UNIVERSAL ROBINA CORPORATION,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
HOT HOT POP,BRONSON,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
FRESTEA,THE COCA-COLA COMPANY,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
YUPI,YUPINDO,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GARAM DAUN,UNKNOWN,FOOD PACKAGING,HDPE,SINGLE LAYER,4,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MILK LIFE,PT GLOBAL DAIRI ALAM,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
KERUPUK SOTO,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
MIWON,PT DAESANG AGUNG INDONESIA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GERY,GARUDA FOOD,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
EXTRA JOSS,BINTANG TOEDJOE,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
TIC TIC,SIANTAR TOP,FOOD PACKAGING,LDPE,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
GARNIER,L'OREAL,PERSONAL CARE,OTHERS,SINGLE LAYER,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
LAINNYA,UNKNOWN,OTHERS,OTHERS,UNSURE,1,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
STRAWS,UNBRANDED,FOOD PACKAGING,OTHERS,SINGLE LAYER,518,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,PS,MULTI LAYER,2,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
SEDAAP,WINGS,FOOD PACKAGING,PS,UNSURE,4,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PLASTIC,UNBRANDED,OTHERS,OTHERS,UNSURE,128,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PAMPERS,PROCTER & GAMBLE,PERSONAL CARE,PET,MULTI LAYER,20,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
PAPER,UNKNOWN,OTHERS,OTHERS,UNSURE,3,CILACAP,CENTRAL JAVA,2023-09-09,COAST/SHORELINE
